headline_text,sentiment_label,alpha_signal_score
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.15
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.069
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.228
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.145
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.188
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.222
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.259
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.377
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.202
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.04
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.268
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.575
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.067
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.144
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.377
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.07
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.443
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.312
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.034
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.077
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.183
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.148
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.277
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.009
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.228
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.035
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.285
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.254
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.134
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.371
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.034
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.302
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.192
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.56
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.044
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.013
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.095
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.024
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.3
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.304
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.163
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.167
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.338
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.528
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.074
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.058
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.118
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.39
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.132
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.16
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.344
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.225
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.147
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.35
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.576
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.269
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.064
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.358
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.228
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.443
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.066
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.338
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.503
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.429
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.51
